cost_adjusted_utility,policy,repair_probability,strong_call_rate,task_success,threshold,total_verification_cost,verifier_cost,wrong_commit_rate
0.33791666666666664,NEVER_STRONG,1.0,0.0,0.33791666666666664,0.7,0.0,0.02,0.186
0.4739166666666667,STATE_NAIVE,1.0,1.0,0.5239166666666667,0.7,0.05,0.05,0.0
0.4178708333333333,PREDICTED_ATTRIBUTION,1.0,0.26258333333333334,0.431,0.7,0.013129166666666667,0.05,0.09291666666666666
0.41788333333333333,ORACLE_ATTRIBUTION,1.0,0.264,0.4310833333333333,0.7,0.013200000000000002,0.05,0.09283333333333334
0.4739166666666667,ALWAYS_STRONG,1.0,1.0,0.5239166666666667,0.7,0.05,0.05,0.0
0.33791666666666664,NEVER_STRONG,1.0,0.0,0.33791666666666664,0.7,0.0,0.05,0.186
0.4239166666666667,STATE_NAIVE,1.0,1.0,0.5239166666666667,0.7,0.1,0.1,0.0
0.40474166666666667,PREDICTED_ATTRIBUTION,1.0,0.26258333333333334,0.431,0.7,0.026258333333333335,0.1,0.09291666666666666
0.40468333333333334,ORACLE_ATTRIBUTION,1.0,0.264,0.4310833333333333,0.7,0.026400000000000003,0.1,0.09283333333333334
0.4239166666666667,ALWAYS_STRONG,1.0,1.0,0.5239166666666667,0.7,0.1,0.1,0.0
0.33791666666666664,NEVER_STRONG,1.0,0.0,0.33791666666666664,0.7,0.0,0.1,0.186
0.3239166666666667,STATE_NAIVE,1.0,1.0,0.5239166666666667,0.7,0.2,0.2,0.0
0.37848333333333334,PREDICTED_ATTRIBUTION,1.0,0.26258333333333334,0.431,0.7,0.05251666666666667,0.2,0.09291666666666666
0.3782833333333333,ORACLE_ATTRIBUTION,1.0,0.264,0.4310833333333333,0.7,0.05280000000000001,0.2,0.09283333333333334
0.3239166666666667,ALWAYS_STRONG,1.0,1.0,0.5239166666666667,0.7,0.2,0.2,0.0
0.33791666666666664,NEVER_STRONG,1.0,0.0,0.33791666666666664,0.7,0.0,0.2,0.186
0.2239166666666667,STATE_NAIVE,1.0,1.0,0.5239166666666667,0.7,0.3,0.3,0.0
0.352225,PREDICTED_ATTRIBUTION,1.0,0.26258333333333334,0.431,0.7,0.078775,0.3,0.09291666666666666
0.3518833333333333,ORACLE_ATTRIBUTION,1.0,0.264,0.4310833333333333,0.7,0.0792,0.3,0.09283333333333334
0.2239166666666667,ALWAYS_STRONG,1.0,1.0,0.5239166666666667,0.7,0.3,0.3,0.0
0.33791666666666664,NEVER_STRONG,1.0,0.0,0.33791666666666664,0.7,0.0,0.3,0.186
