action_COMMIT_rate,action_REGENERATE_rate,action_REOBSERVE_REPLAN_rate,action_STRONG_VERIFY_rate,action_TOOL_RETRY_rate,attribution_minus_uncertainty,best_simple_utility,cost_adjusted_utility,cost_regime,effectiveness_regime,mean_intervention_cost,oracle_recovery_ratio,policy,regret_vs_oracle,scenario,task_success,unnecessary_intervention_rate,wrong_intervention_rate
0.27891666666666665,0.20991666666666667,0.098,0.17491666666666666,0.23825,0.17423166666666662,0.43848666666666664,0.6127183333333333,HIGH_INTERVENTION,BASE,0.131615,0.5646056795964439,ATTRIBUTION_AWARE,0.13435833333333336,ID,0.7443333333333333,0.06641666666666667,0.217
0.2625,0.23758333333333334,0.050666666666666665,0.156,0.29325,0.17423166666666662,0.43848666666666664,0.6053683333333333,HIGH_INTERVENTION,BASE,0.12988166666666667,0.5646056795964439,ATTRIBUTION_DEGRADED,0.14170833333333333,ID,0.73525,0.08075,0.23225
0.27891666666666665,0.20991666666666667,0.098,0.17491666666666666,0.23825,0.17423166666666662,0.43848666666666664,0.352135,HIGH_INTERVENTION,BASE,0.131615,0.5646056795964439,SHUFFLED_ATTRIBUTION,0.39494166666666664,ID,0.48375,0.24391666666666667,0.5426666666666666
0.33791666666666664,0.15425,0.14816666666666667,0.186,0.17366666666666666,0.17423166666666662,0.43848666666666664,0.7470766666666666,HIGH_INTERVENTION,BASE,0.12700666666666666,0.5646056795964439,ORACLE_ATTRIBUTION,0.0,ID,0.8740833333333333,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.20994333333333326,0.5255799999999999,0.35433333333333333,BASE,V_STRONG,0.0,0.5565848457094356,COMMIT_ONLY,0.4815108333333334,ID,0.35433333333333333,0.0,0.6620833333333334
0.0,0.0,0.0,1.0,0.0,0.20994333333333326,0.5255799999999999,0.4179166666666666,BASE,V_STRONG,0.15,0.5565848457094356,ALWAYS_STRONG_VERIFY,0.4179275000000001,ID,0.5679166666666666,0.33791666666666664,0.47608333333333336
0.7221666666666666,0.0,0.0,0.2778333333333333,0.0,0.20994333333333326,0.5255799999999999,0.488325,BASE,V_STRONG,0.041675000000000004,0.5565848457094356,UNCERTAINTY_ONLY,0.3475191666666667,ID,0.53,0.01475,0.48483333333333334
0.33358333333333334,0.0,0.0,0.6664166666666667,0.0,0.20994333333333326,0.5255799999999999,0.4702875,BASE,V_STRONG,0.0999625,0.5565848457094356,FAILURE_RISK_ONLY,0.3655566666666667,ID,0.57025,0.0255,0.47741666666666666
0.0,0.24633333333333332,0.0,0.258,0.49566666666666664,0.20994333333333326,0.5255799999999999,0.5255799999999999,BASE,V_STRONG,0.09067,0.5565848457094356,STATE_ONLY,0.3102641666666668,ID,0.61625,0.33791666666666664,0.40675
0.20966666666666667,0.20125,0.1415,0.18875,0.25883333333333336,0.20994333333333326,0.5255799999999999,0.6982683333333333,BASE,V_STRONG,0.07323166666666667,0.5565848457094356,ATTRIBUTION_AWARE,0.13757583333333345,ID,0.7715,0.13075,0.21241666666666667
0.0,0.20916666666666667,0.09358333333333334,0.17766666666666667,0.5195833333333333,0.20994333333333326,0.5255799999999999,0.6763,BASE,V_STRONG,0.08803333333333334,0.5565848457094356,ATTRIBUTION_DEGRADED,0.1595441666666667,ID,0.7643333333333333,0.33791666666666664,0.21508333333333332
0.20966666666666667,0.20125,0.1415,0.18875,0.25883333333333336,0.20994333333333326,0.5255799999999999,0.43051833333333334,BASE,V_STRONG,0.07323166666666667,0.5565848457094356,SHUFFLED_ATTRIBUTION,0.4053258333333334,ID,0.50375,0.26775,0.5301666666666667
0.33791666666666664,0.15425,0.14816666666666667,0.186,0.17366666666666666,0.20994333333333326,0.5255799999999999,0.8358441666666667,BASE,V_STRONG,0.0643225,0.5565848457094356,ORACLE_ATTRIBUTION,0.0,ID,0.9001666666666667,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.2013233333333332,0.5534233333333333,0.35433333333333333,CHEAP_STRONG,V_STRONG,0.0,0.5506676168019874,COMMIT_ONLY,0.5019708333333333,ID,0.35433333333333333,0.0,0.6620833333333334
0.0,0.0,0.0,1.0,0.0,0.2013233333333332,0.5534233333333333,0.5279166666666666,CHEAP_STRONG,V_STRONG,0.04,0.5506676168019874,ALWAYS_STRONG_VERIFY,0.32838750000000005,ID,0.5679166666666666,0.33791666666666664,0.47608333333333336
0.7221666666666666,0.0,0.0,0.2778333333333333,0.0,0.2013233333333332,0.5534233333333333,0.5188866666666667,CHEAP_STRONG,V_STRONG,0.011113333333333334,0.5506676168019874,UNCERTAINTY_ONLY,0.3374174999999999,ID,0.53,0.01475,0.48483333333333334
0.33358333333333334,0.0,0.0,0.6664166666666667,0.0,0.2013233333333332,0.5534233333333333,0.5435933333333334,CHEAP_STRONG,V_STRONG,0.026656666666666665,0.5506676168019874,FAILURE_RISK_ONLY,0.31271083333333327,ID,0.57025,0.0255,0.47741666666666666
0.0,0.0,0.0,0.5043333333333333,0.49566666666666664,0.2013233333333332,0.5534233333333333,0.5534233333333333,CHEAP_STRONG,V_STRONG,0.059826666666666674,0.5506676168019874,STATE_ONLY,0.3028808333333334,ID,0.61325,0.33791666666666664,0.4235
0.19925,0.181,0.12716666666666668,0.245,0.24758333333333332,0.2013233333333332,0.5534233333333333,0.7202099999999999,CHEAP_STRONG,V_STRONG,0.05137333333333333,0.5506676168019874,ATTRIBUTION_AWARE,0.13609416666666674,ID,0.7715833333333333,0.141,0.21283333333333335
0.0,0.1535,0.07691666666666666,0.512,0.25758333333333333,0.2013233333333332,0.5534233333333333,0.7072966666666667,CHEAP_STRONG,V_STRONG,0.056453333333333335,0.5506676168019874,ATTRIBUTION_DEGRADED,0.14900749999999996,ID,0.76375,0.33791666666666664,0.22133333333333333
0.19925,0.181,0.12716666666666668,0.245,0.24758333333333332,0.2013233333333332,0.5534233333333333,0.4563766666666667,CHEAP_STRONG,V_STRONG,0.05137333333333333,0.5506676168019874,SHUFFLED_ATTRIBUTION,0.39992749999999994,ID,0.50775,0.2718333333333333,0.5266666666666666
0.33791666666666664,0.15425,0.14816666666666667,0.186,0.17366666666666666,0.2013233333333332,0.5534233333333333,0.8563041666666666,CHEAP_STRONG,V_STRONG,0.04386249999999999,0.5506676168019874,ORACLE_ATTRIBUTION,0.0,ID,0.9001666666666667,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.17224833333333328,0.46332,0.35433333333333333,HIGH_INTERVENTION,V_STRONG,0.0,0.5559267148635852,COMMIT_ONLY,0.41882666666666674,ID,0.35433333333333333,0.0,0.6620833333333334
0.0,0.0,0.0,1.0,0.0,0.17224833333333328,0.46332,0.3279166666666665,HIGH_INTERVENTION,V_STRONG,0.24000000000000007,0.5559267148635852,ALWAYS_STRONG_VERIFY,0.44524333333333355,ID,0.5679166666666666,0.33791666666666664,0.47608333333333336
0.7221666666666666,0.0,0.0,0.2778333333333333,0.0,0.17224833333333328,0.46332,0.46332,HIGH_INTERVENTION,V_STRONG,0.06668,0.5559267148635852,UNCERTAINTY_ONLY,0.30984000000000006,ID,0.53,0.01475,0.48483333333333334
0.33358333333333334,0.0,0.0,0.6664166666666667,0.0,0.17224833333333328,0.46332,0.41031,HIGH_INTERVENTION,V_STRONG,0.15994000000000003,0.5559267148635852,FAILURE_RISK_ONLY,0.36285000000000006,ID,0.57025,0.0255,0.47741666666666666
0.29833333333333334,0.24633333333333332,0.0,0.258,0.19733333333333333,0.17224833333333328,0.46332,0.44458333333333333,HIGH_INTERVENTION,V_STRONG,0.127,0.5559267148635852,STATE_ONLY,0.32857666666666674,ID,0.5715833333333333,0.1725,0.4483333333333333
0.27841666666666665,0.20408333333333334,0.09541666666666666,0.18708333333333332,0.235,0.17224833333333328,0.46332,0.6355683333333333,HIGH_INTERVENTION,V_STRONG,0.13268166666666664,0.5559267148635852,ATTRIBUTION_AWARE,0.13759166666666678,ID,0.76825,0.06666666666666667,0.21466666666666667
0.2623333333333333,0.22516666666666665,0.04958333333333333,0.17591666666666667,0.287,0.17224833333333328,0.46332,0.6306916666666667,HIGH_INTERVENTION,V_STRONG,0.1318083333333333,0.5559267148635852,ATTRIBUTION_DEGRADED,0.14246833333333342,ID,0.7625,0.08083333333333333,0.22408333333333333
0.27841666666666665,0.20408333333333334,0.09541666666666666,0.18708333333333332,0.235,0.17224833333333328,0.46332,0.35681833333333335,HIGH_INTERVENTION,V_STRONG,0.13268166666666664,0.5559267148635852,SHUFFLED_ATTRIBUTION,0.4163416666666667,ID,0.4895,0.24408333333333335,0.5415833333333333
0.33791666666666664,0.15425,0.14816666666666667,0.186,0.17366666666666666,0.17224833333333328,0.46332,0.7731600000000001,HIGH_INTERVENTION,V_STRONG,0.12700666666666666,0.5559267148635852,ORACLE_ATTRIBUTION,0.0,ID,0.9001666666666667,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.21283166666666664,0.42977250000000006,0.22258333333333333,BASE,BASE,0.0,0.5401148564294631,COMMIT_ONLY,0.5409391666666666,OOD_PREVALENCE,0.22258333333333333,0.0,0.7983333333333333
0.0,0.0,0.0,1.0,0.0,0.21283166666666664,0.42977250000000006,0.3550833333333333,BASE,BASE,0.15,0.5401148564294631,ALWAYS_STRONG_VERIFY,0.4084391666666667,OOD_PREVALENCE,0.5050833333333333,0.20166666666666666,0.4995833333333333
0.62025,0.0,0.0,0.37975,0.0,0.21283166666666664,0.42977250000000006,0.3972041666666667,BASE,BASE,0.0569625,0.5401148564294631,UNCERTAINTY_ONLY,0.3663183333333333,OOD_PREVALENCE,0.45416666666666666,0.011333333333333334,0.51775
0.20508333333333334,0.0,0.0,0.7949166666666667,0.0,0.21283166666666664,0.42977250000000006,0.38384583333333333,BASE,BASE,0.1192375,0.5401148564294631,FAILURE_RISK_ONLY,0.37967666666666666,OOD_PREVALENCE,0.5030833333333333,0.018583333333333334,0.5024166666666666
0.0,0.20283333333333334,0.0,0.34375,0.4534166666666667,0.21283166666666664,0.42977250000000006,0.42977250000000006,BASE,BASE,0.0979775,0.5401148564294631,STATE_ONLY,0.33374999999999994,OOD_PREVALENCE,0.52775,0.20166666666666666,0.48641666666666666
0.12383333333333334,0.176,0.16716666666666666,0.2639166666666667,0.26908333333333334,0.21283166666666664,0.42977250000000006,0.6100358333333333,BASE,BASE,0.08663083333333335,0.5401148564294631,ATTRIBUTION_AWARE,0.15348666666666666,OOD_PREVALENCE,0.6966666666666667,0.07908333333333334,0.24925
0.0,0.18683333333333332,0.11858333333333333,0.24191666666666667,0.45266666666666666,0.21283166666666664,0.42977250000000006,0.5925491666666667,BASE,BASE,0.09370083333333332,0.5401148564294631,ATTRIBUTION_DEGRADED,0.1709733333333333,OOD_PREVALENCE,0.68625,0.20166666666666666,0.26425
0.12383333333333334,0.176,0.16716666666666666,0.2639166666666667,0.26908333333333334,0.21283166666666664,0.42977250000000006,0.34111916666666664,BASE,BASE,0.08663083333333335,0.5401148564294631,SHUFFLED_ATTRIBUTION,0.42240333333333335,OOD_PREVALENCE,0.42775,0.17625,0.6165833333333334
0.20166666666666666,0.12333333333333334,0.18241666666666667,0.29875,0.19383333333333333,0.21283166666666664,0.42977250000000006,0.7635225,BASE,BASE,0.0847275,0.5401148564294631,ORACLE_ATTRIBUTION,0.0,OOD_PREVALENCE,0.84825,0.0,0.0
